,title,link
4307,"Non-lethal weapons, a moral hazard?",https://ted.com/talks/stephen_coleman_non_lethal_weapons_a_moral_hazard
4308,How your brain tells you where you are,https://ted.com/talks/neil_burgess_how_your_brain_tells_you_where_you_are
4309,The secret structure of great talks,https://ted.com/talks/nancy_duarte_the_secret_structure_of_great_talks
4310,Let's bridge the digital divide!,https://ted.com/talks/aleph_molinari_let_s_bridge_the_digital_divide
4311,Hooked by an octopus,https://ted.com/talks/mike_degruy_hooked_by_an_octopus
4312,Back to the future (of 1994),https://ted.com/talks/danny_hillis_back_to_the_future_of_1994
4313,The universal anesthesia machine,https://ted.com/talks/erica_frenkel_the_universal_anesthesia_machine
4314,The happy secret to better work,https://ted.com/talks/shawn_achor_the_happy_secret_to_better_work
4315,Treating cancer with electric fields,https://ted.com/talks/bill_doyle_treating_cancer_with_electric_fields
4316,Why I chose a gun,https://ted.com/talks/peter_van_uhm_why_i_chose_a_gun
4317,What happens inside those massive warehouses?,https://ted.com/talks/mick_mountz_what_happens_inside_those_massive_warehouses
4318,Hedonistic sustainability,https://ted.com/talks/bjarke_ingels_hedonistic_sustainability
4319,"Women entrepreneurs, example not exception",https://ted.com/talks/gayle_tzemach_lemmon_women_entrepreneurs_example_not_exception
4320,Doctors make mistakes. Can we talk about that?,https://ted.com/talks/brian_goldman_doctors_make_mistakes_can_we_talk_about_that
4321,Extreme swimming with the world's most dangerous jellyfish,https://ted.com/talks/diana_nyad_extreme_swimming_with_the_world_s_most_dangerous_jellyfish
4322,A primer on 3D printing,https://ted.com/talks/lisa_harouni_a_primer_on_3d_printing
4323,Is there a real you?,https://ted.com/talks/julian_baggini_is_there_a_real_you
4324,Plant fuels that could power a jet,https://ted.com/talks/bilal_bomani_plant_fuels_that_could_power_a_jet
4325,The beautiful math behind the world's ugliest music,https://ted.com/talks/scott_rickard_the_beautiful_math_behind_the_world_s_ugliest_music
4326,How to make choosing easier,https://ted.com/talks/sheena_iyengar_how_to_make_choosing_easier
4327,Why SOPA is a bad idea,https://ted.com/talks/clay_shirky_why_sopa_is_a_bad_idea
4328,Three types of online attack,https://ted.com/talks/mikko_hypponen_three_types_of_online_attack
4329,Atheism 2.0,https://ted.com/talks/alain_de_botton_atheism_2_0
4330,Meet the Water Canary,https://ted.com/talks/sonaar_luthra_meet_the_water_canary
4331,The debut of the British Paraorchestra,https://ted.com/talks/charles_hazlewood_british_paraorchestra_the_debut_of_the_british_paraorchestra
4332,"Thorium, an alternative nuclear fuel",https://ted.com/talks/kirk_sorensen_thorium_an_alternative_nuclear_fuel
4333,"""Women of Hope""",https://ted.com/talks/morley_women_of_hope
4334,Animations of unseeable biology,https://ted.com/talks/drew_berry_animations_of_unseeable_biology
4335,In defense of dialogue,https://ted.com/talks/jonas_gahr_store_in_defense_of_dialogue
4336,Award-winning teenage science in action,https://ted.com/talks/lauren_hodge_shree_bose_naomi_shah_award_winning_teenage_science_in_action
4337,Be suspicious of simple stories,https://ted.com/talks/tyler_cowen_be_suspicious_of_simple_stories
4338,Can astronomers help doctors?,https://ted.com/talks/michelle_borkin_can_astronomers_help_doctors
4339,"Change our culture, change our world",https://ted.com/talks/nate_garvis_change_our_culture_change_our_world
4340,"1,000 TED Talks in six words",https://ted.com/talks/sebastian_wernicke_1_000_ted_talks_in_six_words
4341,The global power shift,https://ted.com/talks/paddy_ashdown_the_global_power_shift
4342,Life's third act,https://ted.com/talks/jane_fonda_life_s_third_act
4343,How healthy living nearly killed me,https://ted.com/talks/a_j_jacobs_how_healthy_living_nearly_killed_me
4344,There are no scraps of men,https://ted.com/talks/alberto_cairo_there_are_no_scraps_of_men
4345,How to stop torture,https://ted.com/talks/karen_tse_how_to_stop_torture
4346,The battle between your present and future self,https://ted.com/talks/daniel_goldstein_the_battle_between_your_present_and_future_self
4347,A prosthetic eye to treat blindness,https://ted.com/talks/sheila_nirenberg_a_prosthetic_eye_to_treat_blindness
4348,The quest to understand consciousness,https://ted.com/talks/antonio_damasio_the_quest_to_understand_consciousness
4349,Medicine for the 99 percent,https://ted.com/talks/thomas_pogge_medicine_for_the_99_percent
4350,My subversive (garden) plot,https://ted.com/talks/roger_doiron_my_subversive_garden_plot
4351,An unexpected place of healing,https://ted.com/talks/ramona_pierson_an_unexpected_place_of_healing
4352,Cooking as alchemy,https://ted.com/talks/homaro_cantu_ben_roche_cooking_as_alchemy
4353,Put a value on nature!,https://ted.com/talks/pavan_sukhdev_put_a_value_on_nature
4354,Color-coded surgery,https://ted.com/talks/quyen_nguyen_color_coded_surgery
4355,The hidden light of Afghanistan,https://ted.com/talks/monika_bulaj_the_hidden_light_of_afghanistan
4356,What happens when an NGO admits failure,https://ted.com/talks/david_damberger_what_happens_when_an_ngo_admits_failure
4357,The world's smallest 3D printer,https://ted.com/talks/klaus_stadlmann_the_world_s_smallest_3d_printer
4358,There are no mistakes on the bandstand,https://ted.com/talks/stefon_harris_there_are_no_mistakes_on_the_bandstand
4359,Ultrasound surgery — healing without cuts,https://ted.com/talks/yoav_medan_ultrasound_surgery_healing_without_cuts
4360,The magnificence of spider silk,https://ted.com/talks/cheryl_hayashi_the_magnificence_of_spider_silk
4361,Massive-scale online collaboration,https://ted.com/talks/luis_von_ahn_massive_scale_online_collaboration
4362,How to topple a dictator,https://ted.com/talks/srdja_popovic_how_to_topple_a_dictator
4363,How many lives can you live?,https://ted.com/talks/sarah_kay_how_many_lives_can_you_live
4364,Don't misrepresent Africa,https://ted.com/talks/leslie_dodson_don_t_misrepresent_africa
4365,Don't regret regret,https://ted.com/talks/kathryn_schulz_don_t_regret_regret
4366,Building the musical muscle,https://ted.com/talks/charles_limb_building_the_musical_muscle
4367,"Dance vs. powerpoint, a modest proposal",https://ted.com/talks/john_bohannon_dance_vs_powerpoint_a_modest_proposal
4368,What we learn before we're born,https://ted.com/talks/annie_murphy_paul_what_we_learn_before_we_re_born
4369,Philosophy in prison,https://ted.com/talks/damon_horowitz_philosophy_in_prison
4370,Living beyond limits,https://ted.com/talks/amy_purdy_living_beyond_limits
4371,A garden in my apartment,https://ted.com/talks/britta_riley_a_garden_in_my_apartment
4372,The technology of storytelling,https://ted.com/talks/joe_sabia_the_technology_of_storytelling
4373,"Meet Rezero, the dancing ballbot",https://ted.com/talks/peter_fankhauser_meet_rezero_the_dancing_ballbot
4374,How to defend Earth from asteroids,https://ted.com/talks/phil_plait_how_to_defend_earth_from_asteroids
4375,Being young and making an impact,https://ted.com/talks/natalie_warne_being_young_and_making_an_impact
4376,How games make kids smarter,https://ted.com/talks/gabe_zichermann_how_games_make_kids_smarter
4377,Science versus wonder?,https://ted.com/talks/robin_ince_science_versus_wonder
4378,Experiments that hint of longer lives,https://ted.com/talks/cynthia_kenyon_experiments_that_hint_of_longer_lives
4379,A 12-year-old app developer,https://ted.com/talks/thomas_suarez_a_12_year_old_app_developer
4380,Fly with the Jetman,https://ted.com/talks/yves_rossy_fly_with_the_jetman
4381,Conception to birth — visualized,https://ted.com/talks/alexander_tsiaras_conception_to_birth_visualized
4382,Open science now!,https://ted.com/talks/michael_nielsen_open_science_now
4383,6 ways to save the internet,https://ted.com/talks/roger_mcnamee_6_ways_to_save_the_internet
4384,The shared experience of absurdity,https://ted.com/talks/charlie_todd_the_shared_experience_of_absurdity
4385,A map of the brain,https://ted.com/talks/allan_jones_a_map_of_the_brain
4386,Ancient wonders captured in 3D,https://ted.com/talks/ben_kacyra_ancient_wonders_captured_in_3d
4387,High-tech art (with a sense of humor),https://ted.com/talks/aparna_rao_high_tech_art_with_a_sense_of_humor
4388,The line between life and not-life,https://ted.com/talks/martin_hanczyc_the_line_between_life_and_not_life
4389,The right to understand,https://ted.com/talks/sandra_fisher_martins_the_right_to_understand
4390,How mobile phones helped solve two murders,https://ted.com/talks/paul_lewis_how_mobile_phones_helped_solve_two_murders
4391,"Augmented reality, techno-magic",https://ted.com/talks/marco_tempest_augmented_reality_techno_magic
4392,The real reason for brains,https://ted.com/talks/daniel_wolpert_the_real_reason_for_brains
4393,A plane you can drive,https://ted.com/talks/anna_mracek_dietrich_a_plane_you_can_drive
4394,"Trust, morality — and oxytocin?",https://ted.com/talks/paul_zak_trust_morality_and_oxytocin
4395,"FBI, here I am!",https://ted.com/talks/hasan_elahi_fbi_here_i_am
4396,Stories cut from paper,https://ted.com/talks/beatrice_coron_stories_cut_from_paper
4397,Open-source cancer research,https://ted.com/talks/jay_bradner_open_source_cancer_research
4398,The strange tale of the Norden bombsight,https://ted.com/talks/malcolm_gladwell_the_strange_tale_of_the_norden_bombsight
4399,The divided brain,https://ted.com/talks/iain_mcgilchrist_the_divided_brain
4400,How economic inequality harms societies,https://ted.com/talks/richard_wilkinson_how_economic_inequality_harms_societies
4401,Art made of storms,https://ted.com/talks/nathalie_miebach_art_made_of_storms
4402,"A prosthetic arm that ""feels""",https://ted.com/talks/todd_kuiken_a_prosthetic_arm_that_feels
4403,How cyberattacks threaten real-world peace,https://ted.com/talks/guy_philippe_goldstein_how_cyberattacks_threaten_real_world_peace
4404,Freeing energy from the grid,https://ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
4405,Learning from a barefoot movement,https://ted.com/talks/bunker_roy_learning_from_a_barefoot_movement
4406,My mushroom burial suit,https://ted.com/talks/jae_rhim_lee_my_mushroom_burial_suit
4407,How to spot a liar,https://ted.com/talks/pamela_meyer_how_to_spot_a_liar
4408,The day I turned down Tim Berners-Lee,https://ted.com/talks/ian_ritchie_the_day_i_turned_down_tim_berners_lee
4409,How beauty feels,https://ted.com/talks/richard_seymour_how_beauty_feels
4410,What do babies think?,https://ted.com/talks/alison_gopnik_what_do_babies_think
4411,Trusting the ensemble,https://ted.com/talks/charles_hazlewood_trusting_the_ensemble
4412,We can recycle plastic,https://ted.com/talks/mike_biddle_we_can_recycle_plastic
4413,How to live before you die,https://ted.com/talks/steve_jobs_how_to_live_before_you_die
4414,"Less stuff, more happiness",https://ted.com/talks/graham_hill_less_stuff_more_happiness
4415,Finding life we can't imagine,https://ted.com/talks/christoph_adami_finding_life_we_can_t_imagine
4416,The generation that's remaking China,https://ted.com/talks/yang_lan_the_generation_that_s_remaking_china
4417,A flirtatious aria,https://ted.com/talks/danielle_de_niese_a_flirtatious_aria
4418,Battling bad science,https://ted.com/talks/ben_goldacre_battling_bad_science
4419,Filming democracy in Ghana,https://ted.com/talks/jarreth_merz_filming_democracy_in_ghana
4420,A short intro to the Studio School,https://ted.com/talks/geoff_mulgan_a_short_intro_to_the_studio_school
4421,A doctor's touch,https://ted.com/talks/abraham_verghese_a_doctor_s_touch
4422,"Doodlers, unite!",https://ted.com/talks/sunni_brown_doodlers_unite
4423,Fighting a contagious cancer,https://ted.com/talks/elizabeth_murchison_fighting_a_contagious_cancer
4424,Selling condoms in the Congo,https://ted.com/talks/amy_lockwood_selling_condoms_in_the_congo
4425,What we learned from 5 million books,https://ted.com/talks/jean_baptiste_michel_erez_lieberman_aiden_what_we_learned_from_5_million_books
4426,The 6 killer apps of prosperity,https://ted.com/talks/niall_ferguson_the_6_killer_apps_of_prosperity
4427,The Generosity Experiment,https://ted.com/talks/sasha_dichter_the_generosity_experiment
4428,The conscience of television,https://ted.com/talks/lauren_zalaznick_the_conscience_of_television
4429,Welcome to the genomic revolution,https://ted.com/talks/richard_resnick_welcome_to_the_genomic_revolution
4430,The art of wearable communication,https://ted.com/talks/kate_hartman_the_art_of_wearable_communication
4431,Hire the hackers!,https://ted.com/talks/misha_glenny_hire_the_hackers
4432,Does democracy stifle economic growth?,https://ted.com/talks/yasheng_huang_does_democracy_stifle_economic_growth
4433,Shake up your story,https://ted.com/talks/raghava_kk_shake_up_your_story
4434,Making matter come alive,https://ted.com/talks/lee_cronin_making_matter_come_alive
4435,My father the forger,https://ted.com/talks/sarah_kaminsky_my_father_the_forger
4436,Unintended consequences,https://ted.com/talks/edward_tenner_unintended_consequences
4437,Compassion and the true meaning of empathy,https://ted.com/talks/joan_halifax_compassion_and_the_true_meaning_of_empathy
4438,Can we make things that make themselves?,https://ted.com/talks/skylar_tibbits_can_we_make_things_that_make_themselves
4439,Pay attention to nonviolence,https://ted.com/talks/julia_bacha_pay_attention_to_nonviolence
4440,DNA clues to our inner neanderthal,https://ted.com/talks/svante_paabo_dna_clues_to_our_inner_neanderthal
4441,Beware conflicts of interest,https://ted.com/talks/dan_ariely_beware_conflicts_of_interest
4442,The magic of truth and lies (and iPods),https://ted.com/talks/marco_tempest_the_magic_of_truth_and_lies_and_ipods
4443,Finding planets around other stars,https://ted.com/talks/lucianne_walkowicz_finding_planets_around_other_stars
4444,One day of peace,https://ted.com/talks/jeremy_gilley_one_day_of_peace
4445,The great penguin rescue,https://ted.com/talks/dyan_denapoli_the_great_penguin_rescue
4446,The shareable future of cities,https://ted.com/talks/alex_steffen_the_shareable_future_of_cities
4447,"Suddenly, my body",https://ted.com/talks/eve_ensler_suddenly_my_body
4448,The demise of guys?,https://ted.com/talks/philip_zimbardo_the_demise_of_guys
4449,Are we filtering the wrong microbes?,https://ted.com/talks/jessica_green_are_we_filtering_the_wrong_microbes
4450,How language transformed humanity,https://ted.com/talks/mark_pagel_how_language_transformed_humanity
4451,Wireless data from every light bulb,https://ted.com/talks/harald_haas_wireless_data_from_every_light_bulb
4452,After your final status update,https://ted.com/talks/adam_ostrow_after_your_final_status_update
4453,5 ways to listen better,https://ted.com/talks/julian_treasure_5_ways_to_listen_better
4454,Ending hunger now,https://ted.com/talks/josette_sheeran_ending_hunger_now
4455,The origins of pleasure,https://ted.com/talks/paul_bloom_the_origins_of_pleasure
4456,The surprising math of cities and corporations,https://ted.com/talks/geoffrey_west_the_surprising_math_of_cities_and_corporations
4457,Time to end the war in Afghanistan,https://ted.com/talks/rory_stewart_time_to_end_the_war_in_afghanistan
4458,A robot that flies like a bird,https://ted.com/talks/markus_fischer_a_robot_that_flies_like_a_bird
4459,How algorithms shape our world,https://ted.com/talks/kevin_slavin_how_algorithms_shape_our_world
4460,"Embracing otherness, embracing myself",https://ted.com/talks/thandiwe_newton_embracing_otherness_embracing_myself
4461,"Fighting viruses, defending the net",https://ted.com/talks/mikko_hypponen_fighting_viruses_defending_the_net
4462,See Yemen through my eyes,https://ted.com/talks/nadia_al_sakkaf_see_yemen_through_my_eyes
4463,"Trial, error and the God complex",https://ted.com/talks/tim_harford_trial_error_and_the_god_complex
4464,A global culture to fight extremism,https://ted.com/talks/maajid_nawaz_a_global_culture_to_fight_extremism
4465,Let's take back the Internet!,https://ted.com/talks/rebecca_mackinnon_let_s_take_back_the_internet
4466,Caring for engineered tissue,https://ted.com/talks/nina_tandon_caring_for_engineered_tissue
4467,Don't take consciousness for granted,https://ted.com/talks/simon_lewis_don_t_take_consciousness_for_granted
4468,The beautiful tricks of flowers,https://ted.com/talks/jonathan_drori_the_beautiful_tricks_of_flowers
4469,Cooking as never seen before,https://ted.com/talks/nathan_myhrvold_cooking_as_never_seen_before
4470,Try something new for 30 days,https://ted.com/talks/matt_cutts_try_something_new_for_30_days
4471,Building a park in the sky,https://ted.com/talks/robert_hammond_building_a_park_in_the_sky
4472,Meet e-Patient Dave,https://ted.com/talks/dave_debronkart_meet_e_patient_dave
4473,A Rosetta Stone for a lost language,https://ted.com/talks/rajesh_rao_a_rosetta_stone_for_a_lost_language
4474,On being just crazy enough,https://ted.com/talks/joshua_walters_on_being_just_crazy_enough
4475,A history of the universe in sound,https://ted.com/talks/honor_harger_a_history_of_the_universe_in_sound
4476,A circle of caring,https://ted.com/talks/jok_church_a_circle_of_caring
4477,Different ways of knowing,https://ted.com/talks/daniel_tammet_different_ways_of_knowing
4478,A future beyond traffic gridlock,https://ted.com/talks/bill_ford_a_future_beyond_traffic_gridlock
4479,A cello with many voices,https://ted.com/talks/maya_beiser_a_cello_with_many_voices
4480,This is beatjazz,https://ted.com/talks/onyx_ashanti_this_is_beatjazz
4481,Haunting photos of polar ice,https://ted.com/talks/camille_seaman_haunting_photos_of_polar_ice
4482,"A manifesto for play, for Bulgaria and beyond",https://ted.com/talks/steve_keil_a_manifesto_for_play_for_bulgaria_and_beyond
4483,How I became 100 artists,https://ted.com/talks/shea_hembrey_how_i_became_100_artists
4484,Medicine's future? There's an app for that,https://ted.com/talks/daniel_kraft_medicine_s_future_there_s_an_app_for_that
4485,Break the silence for suicide attempt survivors,https://ted.com/talks/jd_schramm_break_the_silence_for_suicide_attempt_survivors
4486,Is anatomy destiny?,https://ted.com/talks/alice_dreger_is_anatomy_destiny
4487,The world's first charter city?,https://ted.com/talks/paul_romer_the_world_s_first_charter_city
4488,Taking imagination seriously,https://ted.com/talks/janet_echelman_taking_imagination_seriously
4489,Building a dinosaur from a chicken,https://ted.com/talks/jack_horner_building_a_dinosaur_from_a_chicken
4490,"We need a ""moral operating system""",https://ted.com/talks/damon_horowitz_we_need_a_moral_operating_system
4491,Wearing nothing new,https://ted.com/talks/jessi_arrington_wearing_nothing_new
4492,Making sense of a visible quantum object,https://ted.com/talks/aaron_o_connell_making_sense_of_a_visible_quantum_object
4493,7 rules for making more happiness,https://ted.com/talks/stefan_sagmeister_7_rules_for_making_more_happiness
4494,Making a car for blind drivers,https://ted.com/talks/dennis_hong_making_a_car_for_blind_drivers
4495,Authentic creativity vs. karaoke culture,https://ted.com/talks/malcolm_mclaren_authentic_creativity_vs_karaoke_culture
4496,"On violin and cello, ""Passacaglia""",https://ted.com/talks/robert_gupta_joshua_roman_on_violin_and_cello_passacaglia
4497,Faith versus tradition in Islam,https://ted.com/talks/mustafa_akyol_faith_versus_tradition_in_islam
4498,Art in exile,https://ted.com/talks/shirin_neshat_art_in_exile
4499,How we'll stop polio for good,https://ted.com/talks/bruce_aylward_how_we_ll_stop_polio_for_good
4500,Visualizing ourselves ... with crowd-sourced data,https://ted.com/talks/aaron_koblin_visualizing_ourselves_with_crowd_sourced_data
4501,Gotta share!,https://ted.com/talks/improv_everywhere_gotta_share
4502,How to tie your shoes,https://ted.com/talks/terry_moore_how_to_tie_your_shoes
4503,"The weird, wonderful world of bioluminescence",https://ted.com/talks/edith_widder_the_weird_wonderful_world_of_bioluminescence
4504,The mystery of chronic pain,https://ted.com/talks/elliot_krane_the_mystery_of_chronic_pain
4505,Building the Seed Cathedral,https://ted.com/talks/thomas_heatherwick_building_the_seed_cathedral
4506,A light switch for neurons,https://ted.com/talks/ed_boyden_a_light_switch_for_neurons
4507,My friend Richard Feynman,https://ted.com/talks/leonard_susskind_my_friend_richard_feynman
4508,Building a museum of museums on the web,https://ted.com/talks/amit_sood_building_a_museum_of_museums_on_the_web
4509,The hidden power of smiling,https://ted.com/talks/ron_gutman_the_hidden_power_of_smiling
4510,"Silk, the ancient material of the future",https://ted.com/talks/fiorenzo_omenetto_silk_the_ancient_material_of_the_future
4511,Animal tales from icy wonderlands,https://ted.com/talks/paul_nicklen_animal_tales_from_icy_wonderlands
4512,The hidden beauty of pollination,https://ted.com/talks/louie_schwartzberg_the_hidden_beauty_of_pollination
4513,Distant time and the hint of a multiverse,https://ted.com/talks/sean_carroll_distant_time_and_the_hint_of_a_multiverse
4514,Grow your own clothes,https://ted.com/talks/suzanne_lee_grow_your_own_clothes
4515,Architecture that senses and responds,https://ted.com/talks/carlo_ratti_architecture_that_senses_and_responds
4516,"The mothers who found forgiveness, friendship",https://ted.com/talks/aicha_el_wafi_phyllis_rodriguez_the_mothers_who_found_forgiveness_friendship
4517,"Beware online ""filter bubbles""",https://ted.com/talks/eli_pariser_beware_online_filter_bubbles
4518,Turning trash into toys for learning,https://ted.com/talks/arvind_gupta_turning_trash_into_toys_for_learning
4519,A next-generation digital book,https://ted.com/talks/mike_matas_a_next_generation_digital_book
4520,Using nature to grow batteries,https://ted.com/talks/angela_belcher_using_nature_to_grow_batteries
4521,The security mirage,https://ted.com/talks/bruce_schneier_the_security_mirage
4522,Are we ready for neo-evolution?,https://ted.com/talks/harvey_fineberg_are_we_ready_for_neo_evolution
4523,3 things I learned while my plane crashed,https://ted.com/talks/ric_elias_3_things_i_learned_while_my_plane_crashed
4524,What it takes to do extreme astrophysics,https://ted.com/talks/anil_ananthaswamy_what_it_takes_to_do_extreme_astrophysics
4525,Teaching with the World Peace Game,https://ted.com/talks/john_hunter_teaching_with_the_world_peace_game
4526,On being wrong,https://ted.com/talks/kathryn_schulz_on_being_wrong
4527,A radical experiment in empathy,https://ted.com/talks/sam_richards_a_radical_experiment_in_empathy
4528,"Transplant cells, not organs",https://ted.com/talks/susan_lim_transplant_cells_not_organs
4529,Open-sourced blueprints for civilization,https://ted.com/talks/marcin_jakubowski_open_sourced_blueprints_for_civilization
4530,Remaking my voice,https://ted.com/talks/roger_ebert_remaking_my_voice
4531,The antidote to apathy,https://ted.com/talks/dave_meslin_the_antidote_to_apathy
4532,The history of our world in 18 minutes,https://ted.com/talks/david_christian_the_history_of_our_world_in_18_minutes
4533,A song inspired by the ocean,https://ted.com/talks/jackson_browne_a_song_inspired_by_the_ocean
4534,Looking past limits,https://ted.com/talks/caroline_casey_looking_past_limits
4535,The invention that unlocked a locked-in artist,https://ted.com/talks/mick_ebeling_the_invention_that_unlocked_a_locked_in_artist
4536,The greatest TED Talk ever sold,https://ted.com/talks/morgan_spurlock_the_greatest_ted_talk_ever_sold
4537,Everyday compassion at Google,https://ted.com/talks/chade_meng_tan_everyday_compassion_at_google
4538,"Listen, learn ... then lead",https://ted.com/talks/stanley_mcchrystal_listen_learn_then_lead
4539,Hands-on science with squishy circuits,https://ted.com/talks/annmarie_thomas_hands_on_science_with_squishy_circuits
4540,"A virtual choir 2,000 voices strong",https://ted.com/talks/eric_whitacre_a_virtual_choir_2_000_voices_strong
4541,Google's driverless car,https://ted.com/talks/sebastian_thrun_google_s_driverless_car
4542,The genius puppetry behind War Horse,https://ted.com/talks/handspring_puppet_co_the_genius_puppetry_behind_war_horse
4543,"Cracking Stuxnet, a 21st-century cyber weapon",https://ted.com/talks/ralph_langner_cracking_stuxnet_a_21st_century_cyber_weapon
4544,Don't insist on English!,https://ted.com/talks/patricia_ryan_don_t_insist_on_english
4545,Singing the primal mystery,https://ted.com/talks/claron_mcfadden_singing_the_primal_mystery
4546,Human exoskeletons — for war and healing,https://ted.com/talks/eythor_bender_human_exoskeletons_for_war_and_healing
4547,It's time to question bio-engineering,https://ted.com/talks/paul_root_wolpe_it_s_time_to_question_bio_engineering
4548,"Evolution's gift of play, from bonobo apes to humans",https://ted.com/talks/isabel_behncke_evolution_s_gift_of_play_from_bonobo_apes_to_humans
4549,The magic washing machine,https://ted.com/talks/hans_rosling_the_magic_washing_machine
4550,If I should have a daughter ...,https://ted.com/talks/sarah_kay_if_i_should_have_a_daughter
4551,Why light needs darkness,https://ted.com/talks/rogier_van_der_heide_why_light_needs_darkness
4552,A life lesson from a volunteer firefighter,https://ted.com/talks/mark_bezos_a_life_lesson_from_a_volunteer_firefighter
4553,The sound the universe makes,https://ted.com/talks/janna_levin_the_sound_the_universe_makes
4554,The social animal,https://ted.com/talks/david_brooks_the_social_animal
4555,How to keep rivers and streams flowing,https://ted.com/talks/rob_harmon_how_to_keep_rivers_and_streams_flowing
4556,The birth of a word,https://ted.com/talks/deb_roy_the_birth_of_a_word
4557,Let's use video to reinvent education,https://ted.com/talks/sal_khan_let_s_use_video_to_reinvent_education
4558,This isn't her mother's feminism,https://ted.com/talks/courtney_e_martin_this_isn_t_her_mother_s_feminism
4559,Printing a human kidney,https://ted.com/talks/anthony_atala_printing_a_human_kidney
4560,How state budgets are breaking US schools,https://ted.com/talks/bill_gates_how_state_budgets_are_breaking_us_schools
4561,Inside the Egyptian revolution,https://ted.com/talks/wael_ghonim_inside_the_egyptian_revolution
4562,My wish: Use art to turn the world inside out,https://ted.com/talks/jr_my_wish_use_art_to_turn_the_world_inside_out
4563,A historic moment in the Arab world,https://ted.com/talks/wadah_khanfar_a_historic_moment_in_the_arab_world
4564,"A modern take on piano, violin, cello",https://ted.com/talks/ahn_trio_a_modern_take_on_piano_violin_cello
4565,Understanding cancer through proteomics,https://ted.com/talks/danny_hillis_understanding_cancer_through_proteomics
4566,Curating humanity's heritage,https://ted.com/talks/elizabeth_lindsey_curating_humanity_s_heritage
4567,Saving faces: A facial surgeon's craft,https://ted.com/talks/iain_hutchison_saving_faces_a_facial_surgeon_s_craft
4568,How to use experts — and when not to,https://ted.com/talks/noreena_hertz_how_to_use_experts_and_when_not_to
4569,On being a woman and a diplomat,https://ted.com/talks/madeleine_albright_on_being_a_woman_and_a_diplomat
4570,"The future of business is the ""mesh""",https://ted.com/talks/lisa_gansky_the_future_of_business_is_the_mesh
4571,Inspiring a life of immersion,https://ted.com/talks/jacqueline_novogratz_inspiring_a_life_of_immersion
4572,The linguistic genius of babies,https://ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies
4573,Reconnecting with compassion,https://ted.com/talks/krista_tippett_reconnecting_with_compassion
4574,A whistleblower you haven't heard,https://ted.com/talks/geert_chatrou_a_whistleblower_you_haven_t_heard
4575,Using nature's genius in architecture,https://ted.com/talks/michael_pawlyn_using_nature_s_genius_in_architecture
4576,Mother and daughter doctor-heroes,https://ted.com/talks/hawa_abdi_deqo_mohamed_mother_and_daughter_doctor_heroes
4577,The rise of personal robots,https://ted.com/talks/cynthia_breazeal_the_rise_of_personal_robots
4578,How to make work-life balance work,https://ted.com/talks/nigel_marsh_how_to_make_work_life_balance_work
4579,"Poems of war, peace, women, power",https://ted.com/talks/suheir_hammad_poems_of_war_peace_women_power
4580,Are we born to run?,https://ted.com/talks/christopher_mcdougall_are_we_born_to_run
4581,Social media and the end of gender,https://ted.com/talks/johanna_blakley_social_media_and_the_end_of_gender
4582,We are makers,https://ted.com/talks/dale_dougherty_we_are_makers
4583,Reviving New York's rivers — with oysters!,https://ted.com/talks/kate_orff_reviving_new_york_s_rivers_with_oysters
4584,The council of dads,https://ted.com/talks/bruce_feiler_the_council_of_dads
4585,"Know thyself, with a brain scanner",https://ted.com/talks/ariel_garten_know_thyself_with_a_brain_scanner
4586,Drawing on humor for change,https://ted.com/talks/liza_donnelly_drawing_on_humor_for_change
4587,It's time to redesign medical data,https://ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data
4588,Understanding the rise of China,https://ted.com/talks/martin_jacques_understanding_the_rise_of_china
4589,Silicon-based comedy,https://ted.com/talks/heather_knight_silicon_based_comedy
4590,Visualizing the medical data explosion,https://ted.com/talks/anders_ynnerman_visualizing_the_medical_data_explosion
4591,The economic injustice of plastic,https://ted.com/talks/van_jones_the_economic_injustice_of_plastic
4592,Singing after a double lung transplant,https://ted.com/talks/charity_tillemann_dick_singing_after_a_double_lung_transplant
4593,Addicted to risk,https://ted.com/talks/naomi_klein_addicted_to_risk
4594,Gaming to re-engage boys in learning,https://ted.com/talks/ali_carr_chellman_gaming_to_re_engage_boys_in_learning
4595,"Take ""the Other"" to lunch",https://ted.com/talks/elizabeth_lesser_take_the_other_to_lunch
4596,How I built a toaster — from scratch,https://ted.com/talks/thomas_thwaites_how_i_built_a_toaster_from_scratch
4597,We are all cyborgs now,https://ted.com/talks/amber_case_we_are_all_cyborgs_now
4598,A realistic vision for world peace,https://ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
4599,The 3 A's of awesome,https://ted.com/talks/neil_pasricha_the_3_a_s_of_awesome
4600,"A test that finds 3x more breast tumors, and why it's not available to you",https://ted.com/talks/deborah_rhodes_a_test_that_finds_3x_more_breast_tumors_and_why_it_s_not_available_to_you
4601,Your brain on improv,https://ted.com/talks/charles_limb_your_brain_on_improv
4602,On reading the Koran,https://ted.com/talks/lesley_hazleton_on_reading_the_koran
4603,How to succeed? Get more sleep,https://ted.com/talks/arianna_huffington_how_to_succeed_get_more_sleep
4604,Using our practical wisdom,https://ted.com/talks/barry_schwartz_using_our_practical_wisdom
